0.0,0
0.0,0
0.00634766,0
0.0102539,0
0.0151367,0
0.0200195,0
0.0258789,0
0.03125,0
0.0361328,0
0.0410156,0
0.046875,0
0.0512695,0
0.0561523,0
0.0610352,0
0.0668945,0
0.0722656,0
0.0771484,0
0.0820313,0
0.0878906,0
0.0922852,0
0.097168,0
0.102051,0
0.106934,0
0.113281,0
0.118164,0
0.123047,0
0.12793,0
0.133301,0
0.138184,0
0.143066,0
0.147949,0
0.154297,0
0.15918,0
0.164063,0
0.168945,0
0.175293,0
0.179199,0
0.184082,0
0.188965,0
0.195313,0
0.200195,0
0.205078,0
0.209961,0
0.215332,0
0.220215,0
0.225098,0
0.22998,0
0.235352,0
0.241211,0
0.246094,0
0.250977,0
0.256348,0
0.26123,0
0.266113,0
0.270996,0
0.275879,0
0.28125,0
0.287109,0
0.291992,0
0.296875,0
0.30127,0
0.307129,0
0.312012,0
0.316895,0
0.322266,0
0.328125,0
0.333008,0
0.337891,0
0.342285,0
0.348145,0
0.353027,0
0.35791,0
0.363281,0
0.369141,0
0.374023,0
0.378906,0
0.383301,0
0.388184,0
0.394043,0
0.398926,0
0.404297,0
0.40918,0
0.415039,0
0.419922,0
0.425293,0
0.429199,0
0.435059,0
0.439941,0
0.445313,0
0.450195,0
0.456055,0
0.460938,0
0.466309,0
0.470215,0
0.475098,0
0.480957,0
0.486328,0
0.491211,0
0.496094,0
0.501953,0
0.507324,0
0.51123,0
0.516113,0
0.521973,0
0.527344,0
0.532227,0
0.537109,0
0.542969,0
0.54834,0
0.552246,0
0.557129,0
0.562012,0
0.567871,0
0.573242,0
0.578125,0
0.583008,0
0.588867,0
0.593262,0
0.598145,0
0.603027,0
0.608887,0
0.614258,0
0.619141,0
0.624023,0
0.628906,0
0.634277,0
0.63916,0
0.644043,0
0.648926,0
0.655273,0
0.660156,0
0.665039,0
0.669922,0
0.675293,0
0.680176,0
0.685059,0
0.689941,0
0.696289,0
0.701172,0
0.706055,0
0.710938,0
0.716309,0
0.721191,0
0.726074,0
0.730957,0
0.737305,0
0.742188,0
0.74707,0
0.751953,0
0.757324,0
0.762207,0
0.76709,0
0.771973,0
0.777344,0
0.783203,0
0.788086,0
