0.0,512
0.0,416
0.00634766,448
0.0102539,448
0.0151367,464
0.0200195,416
0.0258789,512
0.03125,432
0.0361328,448
0.0410156,480
0.046875,368
0.0512695,448
0.0561523,464
0.0610352,384
0.0668945,416
0.0722656,432
0.0771484,480
0.0820313,400
0.0878906,480
0.0922852,448
0.097168,480
0.102051,512
0.106934,464
0.113281,368
0.118164,432
0.123047,432
0.12793,432
0.133301,448
0.138184,400
0.143066,416
0.147949,432
0.154297,432
0.15918,464
0.164063,464
0.168945,464
0.175293,384
0.179199,432
0.184082,416
0.188965,448
0.195313,432
0.200195,304
0.205078,432
0.209961,448
0.215332,432
0.220215,528
0.225098,368
0.22998,416
0.235352,528
0.241211,448
0.246094,448
0.250977,416
0.256348,496
0.26123,432
0.266113,496
0.270996,384
0.275879,432
0.28125,400
0.287109,368
0.291992,448
0.296875,432
0.30127,400
0.307129,368
0.312012,512
0.316895,368
0.322266,496
0.328125,480
0.333008,384
0.337891,464
0.342285,464
0.348145,416
0.353027,544
0.35791,432
0.363281,448
0.369141,448
0.374023,432
0.378906,448
0.383301,432
0.388184,400
0.394043,496
0.398926,416
0.404297,464
0.40918,416
0.415039,448
0.419922,432
0.425293,336
0.429199,432
0.435059,400
0.439941,528
0.445313,448
0.450195,480
0.456055,448
0.460938,416
0.466309,496
0.470215,416
0.475098,464
0.480957,464
0.486328,512
0.491211,432
0.496094,512
0.501953,432
0.507324,512
0.51123,480
0.516113,464
0.521973,480
0.527344,432
0.532227,416
0.537109,384
0.542969,480
0.54834,480
0.552246,496
0.557129,448
0.562012,448
0.567871,448
0.573242,464
0.578125,416
0.583008,480
0.588867,480
0.593262,448
0.598145,432
0.603027,464
0.608887,432
0.614258,448
0.619141,400
0.624023,448
0.628906,416
0.634277,464
0.63916,400
0.644043,416
0.648926,416
0.655273,464
0.660156,512
0.665039,480
0.669922,528
0.675293,416
0.680176,512
0.685059,480
0.689941,496
0.696289,416
0.701172,480
0.706055,432
0.710938,448
0.716309,448
0.721191,480
0.726074,464
0.730957,480
0.737305,432
0.742188,464
0.74707,464
0.751953,528
0.757324,496
0.762207,432
0.76709,480
0.771973,480
0.777344,480
0.783203,496
0.788086,528
0.792969,448
0.79834,400
0.803223,480
0.808105,512
0.812988,560
0.817871,496
0.823242,496
0.829102,448
0.833984,496
0.838867,496
0.843262,512
0.849121,544
0.854004,496
0.858887,432
0.864258,464
0.870117,496
0.875,400
0.879883,512
0.884277,496
0.890137,496
0.89502,464
0.899902,400
0.905273,480
0.910156,464
0.916016,448
0.920898,464
0.925293,512
0.930176,512
0.936035,432
0.940918,416
0.946289,512
0.951172,576
0.957031,464
0.961914,480
0.966309,512
0.971191,512
0.977051,480
0.981934,368
0.987305,496
0.992188,416
0.99707,512
1.00293,512
1.0083,464
1.01221,464
1.01709,512
1.02295,576
1.02832,448
1.0332,496
1.03809,464
1.04395,496
1.04932,528
1.05322,480
1.05811,432
1.06396,480
1.06934,416
1.07422,464
1.0791,480
1.08398,512
1.09033,368
1.09424,464
1.09912,368
1.104,512
1.11035,480
1.11523,464
1.12012,464
1.125,512
1.13135,480
1.13525,512
1.14014,432
1.14502,480
1.1499,480
1.15625,512
1.16113,480
1.16602,528
1.1709,512
1.17627,496
1.18115,512
1.18604,480
1.19092,448
1.19727,464
1.20215,448
1.20703,512
1.21191,448
1.21729,432
1.22217,448
1.22705,512
1.23193,512
1.2373,512
1.24316,432
1.24805,464
1.25293,416
1.2583,496
1.26318,480
1.26807,480
1.27295,512
1.27832,464
1.28418,480
1.28906,432
1.29395,432
1.29932,512
1.3042,496
1.30908,432
1.31396,512
1.31934,432
1.3252,496
1.33008,496
1.33496,560
1.34033,512
1.34521,448
1.3501,528
1.35498,480
1.36035,480
1.36621,480
1.37109,416
1.37598,480
1.38135,432
1.38525,448
1.39111,464
1.396,480
1.40088,496
1.40625,448
1.41211,464
1.41699,512
1.42188,480
1.42627,464
1.43213,432
1.43701,400
1.44189,464
1.44727,448
1.45313,496
1.45801,448
1.46289,480
1.46729,528
1.47217,496
1.47803,416
1.48291,480
1.48828,496
1.49316,448
1.49902,528
1.50391,464
1.5083,480
1.51318,400
1.51904,512
1.52393,512
1.5293,464
1.53418,432
1.54004,400
1.54492,464
1.55029,496
1.5542,480
1.55908,368
1.56494,480
1.57031,512
1.5752,432
1.58008,544
1.58594,400
1.59131,400
1.59521,464
1.6001,480
1.60596,576
1.61133,464
1.61621,464
1.62109,512
1.62695,480
1.63232,480
1.63623,464
1.64111,448
1.646,448
1.65234,464
1.65723,432
1.66211,480
1.66699,496
1.67334,496
1.67725,512
1.68213,512
1.68701,480
1.69287,576
1.69824,624
1.70313,736
1.70801,752
1.71289,800
1.71826,960
1.72314,992
1.72803,1088
1.73291,1152
1.73926,1152
1.74414,1072
1.74902,1120
1.75391,1120
1.75928,1136
1.76416,1088
1.76904,1136
1.77393,1072
1.78027,1088
1.78516,1136
1.79004,1120
1.79492,1072
1.80029,976
1.80518,1024
1.81006,1008
1.81494,1072
1.82031,1072
1.82617,1216
1.83105,1216
1.83594,1168
1.84131,1216
1.84619,1248
1.85107,1312
1.85596,1264
1.86133,1344
1.86719,1360
1.87207,1440
1.87695,1456
1.88232,1408
1.88623,1424
1.89209,1408
1.89697,1344
1.90234,1424
1.90723,1408
1.91309,1408
1.91797,1360
1.92334,1424
1.92725,1408
1.93311,1424
1.93799,1424
1.94287,1488
1.94824,1392
1.9541,1328
1.95898,1328
1.96387,1184
1.96826,1136
1.97314,1056
1.979,944
1.98389,992
1.98926,1136
1.99414,1264
2.0,1184
2.00488,1168
2.00928,1200
2.01416,1200
2.02002,1136
2.0249,1104
2.03027,1136
2.03516,1136
2.04004,1152
2.0459,1136
2.05029,1072
2.05518,1136
2.06006,1136
2.06592,1120
2.07129,1168
2.07617,992
2.08105,1056
2.08691,1232
2.09131,1168
2.09619,1360
2.10107,1328
2.10693,1408
2.1123,1408
2.11719,1408
2.12207,1360
2.12695,1392
2.1333,1408
2.13721,1392
2.14209,1328
2.14697,1408
2.15332,1344
2.1582,1184
2.16309,976
2.16797,992
2.17432,1168
2.17822,1168
2.18311,1232
2.18799,1120
2.19434,1136
2.19922,1104
2.2041,1104
2.20898,1120
2.21387,1136
2.21924,1072
2.22412,1168
2.229,1008
2.23389,1104
2.24023,1264
2.24512,1328
2.25,1328
2.25488,1408
2.26025,1392
2.26514,1408
2.27002,1408
2.2749,1536
2.28125,1472
2.28613,1360
2.29102,1200
2.2959,1040
2.30029,960
2.30615,1184
2.31104,1136
2.31592,1152
2.32129,1072
2.32715,832
2.33203,544
2.33691,1024
2.34131,1136
2.34717,1136
2.35205,1088
2.35693,1248
2.3623,1312
2.36719,1408
2.37305,1408
2.37793,1344
2.3833,1328
2.38721,1456
2.39307,1344
2.39795,1328
2.40332,1136
2.4082,960
2.41406,1200
2.41895,1184
2.42432,1120
2.42822,1120
2.43408,1104
2.43896,1136
2.44434,1152
2.44922,1152
2.4541,1104
2.45996,1312
2.46533,1488
2.46924,1360
2.47412,1376
2.47998,1360
2.48535,1376
2.49023,1392
2.49512,1344
2.50098,1008
2.50635,1216
2.51025,1152
2.51514,1104
2.521,1072
2.52588,1072
2.53125,1136
2.53613,1152
2.54102,1024
2.54688,1264
2.55127,1392
2.55615,1408
2.56104,1328
2.56689,1328
2.57227,1392
2.57715,1312
2.58203,1152
2.58789,1024
2.59229,1248
2.59717,1152
2.60205,1152
2.60791,528
2.61328,1136
2.61816,1040
2.62402,1168
2.62891,1280
2.6333,1424
2.63818,1408
2.64404,1424
2.64893,1392
2.6543,1392
2.65918,1136
2.66504,1104
2.66992,1152
2.67529,1152
2.6792,1072
2.68408,1104
2.68994,1072
2.69531,1008
2.7002,1200
2.70508,1424
2.71094,1392
2.71631,1360
2.72021,1328
2.7251,1392
2.73096,1184
2.73633,1072
2.74121,1136
2.74609,1072
2.75195,1168
2.75732,1072
2.76123,1088
2.76611,1264
2.771,1328
2.77734,1424
2.78223,1376
2.78711,1408
2.79199,1408
2.79834,1248
2.80225,1216
2.80713,1200
2.81201,1040
2.81787,496
2.82324,1216
2.82813,976
2.83301,1280
2.83789,1424
2.84326,1360
2.84814,1424
2.85303,1472
2.85791,1232
2.86426,1104
2.86914,1120
2.87402,1120
2.87891,1152
2.88428,1088
2.88916,1088
2.89404,1280
2.89893,1424
2.90527,1408
2.91016,1376
2.91504,1328
2.91992,1088
2.92529,1280
2.93018,1152
2.93506,1168
2.93994,1104
2.94531,944
2.95117,1168
2.95605,1392
2.96094,1392
2.96631,1408
2.97119,1376
2.97607,1104
2.98096,1216
2.98633,1120
2.99219,624
2.99707,1120
3.00195,1056
3.00732,1200
3.01123,1328
3.01709,1392
3.02197,1392
3.02734,1232
3.03223,1040
3.03809,1184
3.04297,1184
3.04834,1136
3.05225,1072
3.05811,1280
3.06299,1392
3.06787,1424
3.07324,1408
3.0791,1424
3.08398,992
3.08887,1152
3.09326,1056
3.09814,1152
3.104,1120
3.10889,1216
3.11426,1456
3.11914,1424
3.125,1440
3.12988,1328
3.13428,992
3.13916,1168
3.14502,1008
3.1499,1088
3.15527,992
3.16016,1312
3.16504,1424
3.1709,1456
3.17529,1376
3.18018,976
3.18506,1232
3.19092,1104
3.19629,1104
3.20117,1104
3.20605,1264
3.21191,1408
3.21631,1408
3.22119,1408
3.22607,1184
3.23193,1264
3.2373,1104
3.24219,1152
3.24707,1008
3.25195,1168
3.2583,1376
3.26221,1440
3.26709,1392
3.27197,1152
3.27832,1200
3.2832,1088
3.28809,832
3.29297,1136
3.29932,1264
3.30322,1472
3.30811,1360
3.31299,1328
3.31934,960
3.32422,1120
3.3291,1152
3.33398,1120
3.33887,1152
3.34424,1408
3.34912,1296
3.354,1472
3.35889,1136
3.36523,1168
3.37012,1168
3.375,1152
3.37988,1088
3.38525,1344
3.39014,1440
3.39502,1344
3.3999,1216
3.40625,1248
3.41113,1120
3.41602,752
3.4209,1088
3.42529,1296
3.43115,1408
3.43604,1376
3.44092,1232
3.44629,1264
3.45215,1040
3.45703,1152
3.46191,1024
3.46631,1360
3.47217,1456
3.47705,1408
3.48193,1120
3.4873,1216
3.49219,1120
3.49805,1168
3.50293,1104
3.5083,1328
3.51221,1472
3.51807,1376
3.52295,992
3.52832,1072
3.5332,512
3.53906,1136
3.54395,1344
3.54932,1408
3.55322,1408
3.55908,1200
3.56396,1248
3.56934,1120
3.57422,1088
3.5791,1152
3.58496,1424
3.59033,1456
3.59424,1376
3.59912,1136
3.60498,1104
3.61035,1120
3.61523,960
3.62012,1328
3.62598,1376
3.63135,1344
3.63525,1024
3.64014,1152
3.646,512
3.65088,1072
3.65625,1264
3.66113,1408
3.66602,1424
3.67188,992
3.67627,1136
3.68115,1072
3.68604,1088
3.69189,1328
3.69727,1424
3.70215,1408
3.70703,944
3.71289,1136
3.71729,1104
3.72217,1024
3.72705,1344
3.73291,1472
3.73828,1344
3.74316,1136
3.74805,1088
3.75293,1120
3.7583,1136
3.76318,1472
3.76807,1408
3.77295,1248
3.7793,1152
3.78418,1184
3.78906,1120
3.79395,1200
3.80029,1408
3.8042,1376
3.80908,1008
3.81396,1216
3.81934,1120
3.8252,992
3.83008,1376
3.83496,1376
3.84033,1392
3.84521,1216
3.8501,1120
3.85498,1104
3.86035,1280
3.86621,1376
3.87109,1440
3.87598,992
3.88135,1120
3.88623,1216
3.89111,1072
3.896,1440
3.90088,1392
3.90625,1168
3.91211,1136
3.91699,1152
3.92188,1024
3.92627,1360
3.93213,1376
3.93701,1360
3.94189,1200
3.94727,896
3.95313,1184
3.95801,1312
3.96289,1424
3.96729,1360
3.97314,1280
3.97803,1200
3.98291,1200
3.98828,1280
3.99316,1472
3.99902,1264
4.00391,1152
4.0083,1088
4.01318,1152
4.01904,1344
4.02393,1376
4.0293,1408
4.03418,1184
4.04004,1072
4.04492,1120
4.05029,1264
4.0542,1408
4.06006,1392
4.06494,1232
4.07031,1168
4.0752,1072
4.08008,1360
4.08594,1392
4.09131,1248
4.09521,1168
4.1001,1104
4.10596,1056
4.11133,1392
4.11621,1392
4.12109,1136
4.12695,1072
4.13232,672
4.13623,1120
4.14111,1392
4.146,1312
4.15234,992
4.15723,1104
4.16211,1120
4.16699,1200
4.17334,1440
4.17725,1376
4.18213,1200
4.18701,1104
4.19287,1040
4.19824,1440
4.20313,1360
4.20801,1152
4.21387,1072
4.21826,1008
4.22314,1264
4.22803,1392
4.23291,1408
4.23926,1280
4.24414,1104
4.24902,1024
4.25391,1360
4.25928,1424
4.26416,1168
4.26904,1088
4.27393,1120
4.28027,1200
4.28516,1456
4.29004,1392
4.29492,1136
4.30029,576
4.30518,1008
4.31006,1376
4.31494,1424
4.32031,1024
4.32617,1184
4.33105,1168
4.33594,1312
4.34131,1440
4.34619,1232
4.35107,1120
4.35596,1104
4.36133,1248
4.36719,1392
4.37207,1360
4.37695,1200
4.38232,496
4.38721,1024
4.39209,1360
4.39697,1360
4.40234,1248
4.40723,1184
4.41309,1088
4.41797,1408
4.42334,1296
4.42725,992
4.43311,1072
4.43799,1072
